Subsidies Claimed,Government Schemes Accessed,Program Name,Scheme Enrollment Status,Vaccination Status,Health Insurance Linked,Consent Given for Data Sharing,Data Breach Status,Breach Date
24408.239674601973,PDS,Other,Not Enrolled,Not Vaccinated,No,No,No,
39454.216611204734,Other,Other,Not Enrolled,Not Vaccinated,No,No,No,
-84510.33407991039,MGNREGA,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,Yes,No,No,
106965.73761011678,PDS,LPG Subsidy,Enrolled,Not Vaccinated,Yes,No,No,
106264.95602172981,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,No,
33532.35652957351,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,Yes,No,
34511.46315919106,Other,LPG Subsidy,Not Enrolled,Not Vaccinated,No,No,No,
2191.519252293194,Other,Other,Not Enrolled,Vaccinated,No,Yes,No,
35198.32465169497,PDS,LPG Subsidy,Not Enrolled,Vaccinated,Yes,No,No,
99151.53484044239,PDS,Other,Enrolled,Vaccinated,Yes,Yes,Yes,2022-09-15
57087.62832361283,Other,Other,Enrolled,Vaccinated,Yes,No,Yes,2014-09-12
-25390.285716404476,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,No,
55637.71608456572,MGNREGA,Other,Not Enrolled,Vaccinated,Yes,No,Yes,2019-05-14
26210.741270695267,MGNREGA,Other,Enrolled,Vaccinated,No,Yes,Yes,2024-01-22
-44862.336431262935,MGNREGA,Other,Not Enrolled,Vaccinated,Yes,Yes,Yes,2010-12-26
17765.899493073844,Other,Other,Not Enrolled,Vaccinated,Yes,Yes,Yes,2015-10-17
-39486.93569178524,Other,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,No,No,
32120.334411703876,MGNREGA,Other,Enrolled,Vaccinated,No,Yes,Yes,2022-08-17
32058.561961226056,MGNREGA,Other,Enrolled,Vaccinated,No,No,No,
-7398.899227545702,MGNREGA,Other,Enrolled,Vaccinated,Yes,No,Yes,2021-04-25
-14043.474488009073,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,Yes,2023-01-14
125080.31778498659,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,Yes,No,No,
62144.97249230903,PDS,Other,Enrolled,Vaccinated,No,No,Yes,2024-03-26
-2260.076336649682,Other,LPG Subsidy,Not Enrolled,Not Vaccinated,No,Yes,Yes,2018-03-06
12741.012491450267,Other,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,No,No,
51239.82784280213,Other,Other,Enrolled,Vaccinated,No,No,Yes,2023-07-09
31583.194317875957,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,Yes,Yes,2016-05-13
45820.35279339096,MGNREGA,Other,Not Enrolled,Vaccinated,No,No,Yes,2021-12-08
62508.30920666503,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,Yes,No,No,
-15331.323230901944,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,No,
33142.074340478764,PDS,Direct Benefit Transfer,Enrolled,Not Vaccinated,Yes,No,Yes,2012-09-13
-47234.840342663,PDS,Other,Enrolled,Vaccinated,No,Yes,Yes,2016-04-08
46830.410844756654,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,No,Yes,2012-03-11
-38981.71500479123,PDS,LPG Subsidy,Enrolled,Vaccinated,No,No,Yes,2012-04-07
46212.40481578377,PDS,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,Yes,No,Yes,2022-09-09
112748.2345393015,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,Yes,2013-10-02
5052.1958685387235,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,Yes,2013-11-27
221921.50003023827,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,No,No,
-125908.41890259436,Other,Other,Not Enrolled,Vaccinated,No,Yes,No,
85583.70879813004,Other,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,No,No,
45925.87564265957,MGNREGA,LPG Subsidy,Not Enrolled,Not Vaccinated,Yes,Yes,No,
149966.30277697215,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,No,Yes,2015-04-30
180180.6824978002,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,No,No,
22766.898828805282,Other,Other,Not Enrolled,Vaccinated,Yes,Yes,No,
43178.37751057398,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,No,
22998.533261977496,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,No,
-31939.019779329203,MGNREGA,Other,Not Enrolled,Vaccinated,Yes,No,Yes,2012-03-03
-48152.491583992436,PDS,LPG Subsidy,Not Enrolled,Vaccinated,Yes,Yes,Yes,2013-03-10
1960.099539069699,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,Yes,2016-11-18
-44880.79850383554,Other,Other,Not Enrolled,Not Vaccinated,Yes,No,No,
48311.587512469065,MGNREGA,Other,Enrolled,Not Vaccinated,Yes,Yes,Yes,2023-10-23
16163.409772575602,MGNREGA,Other,Enrolled,Not Vaccinated,Yes,Yes,No,
-5722.635031342973,PDS,Other,Not Enrolled,Vaccinated,Yes,No,No,
47303.59396577294,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,No,No,
88532.1182458633,Other,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,Yes,No,Yes,2021-04-22
-88416.03932827024,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,No,No,
3808.965506234119,MGNREGA,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,Yes,Yes,2021-05-31
-28575.235824769145,Other,Other,Not Enrolled,Vaccinated,No,No,No,
28965.661708322066,MGNREGA,LPG Subsidy,Enrolled,Not Vaccinated,No,No,Yes,2013-11-25
-51196.52920720013,Other,Other,Not Enrolled,Vaccinated,No,No,No,
-124559.90715962701,PDS,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,Yes,No,
39410.45374413672,PDS,LPG Subsidy,Not Enrolled,Not Vaccinated,No,No,Yes,2019-01-13
15645.756501195921,MGNREGA,Other,Enrolled,Vaccinated,No,No,Yes,2022-05-03
-4838.9209330695885,PDS,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,Yes,No,No,
156891.52982339624,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,Yes,2023-04-04
31330.65176947402,Other,LPG Subsidy,Enrolled,Vaccinated,No,Yes,Yes,2016-02-24
136396.86016295775,Other,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,No,Yes,2014-02-21
-12132.415725836276,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,Yes,No,
11527.531232095127,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,Yes,Yes,Yes,2012-02-22
123394.80797967788,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,No,Yes,2015-04-20
55249.611301685836,Other,Other,Enrolled,Vaccinated,No,No,Yes,2021-04-03
2127.2113174724363,PDS,Other,Enrolled,Vaccinated,No,Yes,No,
-18951.63752788421,PDS,Other,Enrolled,Vaccinated,No,Yes,Yes,2018-05-04
42742.12148079752,MGNREGA,Other,Not Enrolled,Vaccinated,No,No,Yes,2014-02-13
11885.711334116797,PDS,LPG Subsidy,Not Enrolled,Not Vaccinated,Yes,No,Yes,2010-05-23
-75484.56740215742,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,No,No,
-67698.3682927492,MGNREGA,Other,Enrolled,Vaccinated,No,Yes,No,
32914.75579979519,MGNREGA,Other,Not Enrolled,Not Vaccinated,No,Yes,Yes,2021-08-23
43041.91480398042,Other,Other,Enrolled,Vaccinated,Yes,Yes,No,
84068.72832993399,PDS,LPG Subsidy,Not Enrolled,Not Vaccinated,No,Yes,No,
-13758.429563979946,Other,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,Yes,No,
28878.720591660614,MGNREGA,Other,Enrolled,Vaccinated,No,No,Yes,2021-06-06
43859.92480843872,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,Yes,2017-01-07
88267.52452130929,Other,Other,Enrolled,Vaccinated,Yes,Yes,No,
20060.33436163243,Other,LPG Subsidy,Not Enrolled,Not Vaccinated,No,No,No,
-4596.432081556653,Other,Other,Enrolled,Vaccinated,Yes,Yes,Yes,2024-09-15
153466.37884307536,MGNREGA,LPG Subsidy,Enrolled,Not Vaccinated,Yes,Yes,No,
-26016.03850124027,Other,Other,Enrolled,Vaccinated,No,No,No,
37180.36513428899,Other,Other,Not Enrolled,Vaccinated,No,No,Yes,2020-07-16
13710.249826648167,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,No,No,
-57175.787175172314,Other,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,Yes,No,
-94682.36451968309,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,Yes,2019-03-23
-209742.86723648396,MGNREGA,Other,Not Enrolled,Vaccinated,No,Yes,Yes,2011-05-01
115632.43349437587,PDS,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,No,Yes,2022-12-15
81333.04979263133,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,Yes,2010-07-12
49961.694908992766,PDS,Direct Benefit Transfer,Enrolled,Not Vaccinated,Yes,No,No,
92394.5084023891,Other,Other,Not Enrolled,Vaccinated,No,Yes,Yes,2024-11-24
119982.3773855551,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,Yes,Yes,2020-03-11
23730.090361451697,Other,LPG Subsidy,Enrolled,Vaccinated,Yes,Yes,No,
-14996.227659559347,Other,LPG Subsidy,Not Enrolled,Not Vaccinated,No,No,Yes,2018-10-23
38572.66783471475,Other,Other,Not Enrolled,Vaccinated,No,No,Yes,2022-05-26
13567.882511621481,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,Yes,2023-06-09
142383.28430015614,MGNREGA,Other,Not Enrolled,Not Vaccinated,Yes,No,Yes,2023-08-11
23932.43397234827,PDS,LPG Subsidy,Enrolled,Vaccinated,No,Yes,Yes,2024-11-10
38211.139118262654,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,No,Yes,2015-12-28
-8810.892218163495,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,Yes,Yes,No,
15037.561748141046,MGNREGA,Other,Not Enrolled,Not Vaccinated,Yes,Yes,No,
-8616.583360859517,PDS,Other,Enrolled,Not Vaccinated,No,No,No,
11140.717818223948,Other,Other,Not Enrolled,Vaccinated,No,No,Yes,2024-09-08
19206.152813492692,Other,LPG Subsidy,Enrolled,Vaccinated,No,Yes,No,
30964.451102090246,PDS,Other,Enrolled,Vaccinated,Yes,No,No,
-19261.56034314655,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,No,
120251.8179615218,PDS,LPG Subsidy,Enrolled,Not Vaccinated,No,No,No,
46528.707597897795,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,Yes,2024-02-27
58897.9255157892,MGNREGA,Other,Not Enrolled,Vaccinated,No,No,Yes,2013-09-29
-8506.65110510838,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,No,
9791.808895624365,MGNREGA,Other,Enrolled,Not Vaccinated,No,No,Yes,2019-01-01
48105.2757085754,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,Yes,2011-07-12
-70966.34129787821,Other,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,Yes,2016-12-16
88323.78238210136,MGNREGA,Other,Not Enrolled,Vaccinated,No,No,Yes,2012-01-01
38671.53456680937,PDS,Other,Enrolled,Vaccinated,Yes,Yes,Yes,2018-06-08
-80296.2831621984,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,No,
35551.420387717706,Other,Other,Not Enrolled,Vaccinated,No,Yes,No,
-20620.98179370425,MGNREGA,LPG Subsidy,Enrolled,Not Vaccinated,Yes,No,Yes,2018-06-24
49064.60689279825,Other,LPG Subsidy,Enrolled,Vaccinated,Yes,Yes,No,
-24387.335442980708,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,No,
1057.891200114711,Other,Other,Not Enrolled,Vaccinated,No,No,No,
18523.4448157435,PDS,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,Yes,Yes,No,
-111703.67905041124,MGNREGA,Other,Not Enrolled,Not Vaccinated,No,Yes,Yes,2012-04-27
-32211.641444947403,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,Yes,2015-11-21
87308.91199792057,MGNREGA,Other,Enrolled,Vaccinated,No,Yes,No,
-23494.75536423109,PDS,Other,Not Enrolled,Vaccinated,No,Yes,Yes,2020-06-03
-113925.96886675406,PDS,Other,Enrolled,Vaccinated,Yes,No,No,
298486.1008868392,Other,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,No,Yes,2013-03-16
-19858.53035477968,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,No,
14659.060358136307,PDS,Other,Enrolled,Not Vaccinated,Yes,Yes,No,
46544.647371265164,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,No,No,
12320.230121855251,Other,LPG Subsidy,Enrolled,Not Vaccinated,No,No,Yes,2018-04-16
33727.00888044516,Other,Direct Benefit Transfer,Enrolled,Not Vaccinated,Yes,No,No,
31721.675554472407,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,No,No,
-83497.10774154085,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,Yes,No,
-205565.76302943318,Other,LPG Subsidy,Enrolled,Vaccinated,No,No,No,
7636.892457806929,Other,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,Yes,Yes,2020-06-08
-3237.106608614067,Other,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,Yes,No,Yes,2019-01-26
48953.01074771244,PDS,Other,Enrolled,Not Vaccinated,No,Yes,Yes,2013-02-26
31091.361764862133,MGNREGA,Other,Enrolled,Vaccinated,No,No,Yes,2023-11-05
17527.235358963288,PDS,LPG Subsidy,Not Enrolled,Not Vaccinated,No,Yes,No,
73287.88374920798,PDS,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,No,Yes,2010-08-18
16638.230431642554,Other,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,Yes,No,
84563.82976074875,Other,Other,Enrolled,Vaccinated,No,No,Yes,2021-03-01
114416.10306356326,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,No,No,
-89948.18821038067,Other,Other,Enrolled,Vaccinated,No,Yes,No,
-18141.231842576424,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,Yes,2019-07-20
37076.42206476015,PDS,Other,Not Enrolled,Not Vaccinated,No,No,Yes,2014-08-27
-113586.63245740379,MGNREGA,Other,Not Enrolled,Not Vaccinated,No,Yes,Yes,2014-05-22
2007.9293618573488,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,Yes,No,
36780.6501795216,MGNREGA,Other,Not Enrolled,Vaccinated,No,No,Yes,2022-03-19
148356.976929201,MGNREGA,LPG Subsidy,Enrolled,Not Vaccinated,Yes,Yes,No,
61484.418314694456,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,No,No,
15437.764980534655,MGNREGA,Other,Enrolled,Vaccinated,Yes,No,Yes,2015-11-17
-27117.669161902842,MGNREGA,Other,Enrolled,Vaccinated,No,Yes,Yes,2018-03-29
92481.78752346174,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,No,No,
-13247.425309740825,MGNREGA,Other,Enrolled,Vaccinated,No,Yes,No,
19803.57780194785,MGNREGA,Other,Enrolled,Vaccinated,Yes,No,Yes,2010-12-01
-9958.07382918715,PDS,Other,Not Enrolled,Vaccinated,No,No,No,
34648.952630348555,PDS,Other,Enrolled,Not Vaccinated,No,Yes,Yes,2022-07-15
158364.4515140712,Other,LPG Subsidy,Not Enrolled,Not Vaccinated,No,Yes,No,
116084.44646991102,Other,Other,Enrolled,Vaccinated,No,No,No,
4169.149717775936,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,No,
4280.236422903707,MGNREGA,Other,Not Enrolled,Vaccinated,Yes,No,Yes,2018-04-21
-6807.53047993411,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,No,
4634.392978806123,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,Yes,No,
73987.90834324411,Other,Other,Enrolled,Vaccinated,No,No,No,
-17069.18054748141,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,No,
-29245.295881645434,PDS,Other,Not Enrolled,Vaccinated,Yes,No,No,
54180.06454982411,PDS,Other,Enrolled,Vaccinated,No,No,No,
41611.10235357257,Other,Other,Not Enrolled,Vaccinated,Yes,No,Yes,2020-09-23
33033.92531833245,Other,LPG Subsidy,Enrolled,Not Vaccinated,No,Yes,No,
176409.77216011917,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,No,No,
72168.84822572634,Other,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,Yes,2024-03-14
5248.759790308533,MGNREGA,Other,Not Enrolled,Vaccinated,No,Yes,No,
7370.170088938055,PDS,Other,Not Enrolled,Vaccinated,No,Yes,Yes,2010-10-23
50484.713872220906,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,Yes,Yes,2012-03-14
46825.790656935686,PDS,LPG Subsidy,Not Enrolled,Not Vaccinated,No,Yes,Yes,2019-07-12
44543.88500807325,MGNREGA,Other,Enrolled,Vaccinated,Yes,No,No,
45984.496678219926,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,No,Yes,2019-01-25
-146665.3843843045,MGNREGA,Other,Enrolled,Not Vaccinated,No,No,Yes,2016-02-16
4414.001419878536,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,No,
71899.61136165258,Other,Other,Not Enrolled,Not Vaccinated,No,Yes,Yes,2022-06-24
46385.687600609235,Other,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,No,Yes,2015-12-31
41408.179990608,MGNREGA,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,Yes,No,
141653.82903016213,Other,LPG Subsidy,Enrolled,Vaccinated,No,Yes,Yes,2022-06-28
78350.28164977729,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,Yes,Yes,No,
27816.56721866516,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,No,
-14455.785811971135,PDS,LPG Subsidy,Not Enrolled,Not Vaccinated,No,No,No,
81276.40130642621,Other,Other,Not Enrolled,Not Vaccinated,No,No,No,
35115.47614107343,PDS,Direct Benefit Transfer,Enrolled,Not Vaccinated,Yes,No,No,
19374.992781897905,Other,LPG Subsidy,Enrolled,Vaccinated,No,Yes,Yes,2012-03-16
-1009.1745801729257,Other,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,Yes,Yes,2022-01-09
119728.83508578852,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,No,Yes,2011-08-09
-24074.724755950207,Other,Direct Benefit Transfer,Enrolled,Not Vaccinated,Yes,No,No,
17093.10122560065,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,No,
879.5170481293717,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,No,No,
102289.896131975,Other,Other,Enrolled,Vaccinated,No,No,Yes,2019-11-26
26966.59561836812,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,No,
457.96401499645617,MGNREGA,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,No,Yes,2024-02-28
32597.859373979154,PDS,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,Yes,No,
6878.19674615423,Other,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,Yes,Yes,2019-08-30
138619.24678844988,PDS,LPG Subsidy,Not Enrolled,Vaccinated,Yes,Yes,No,
18995.43653866833,Other,Other,Enrolled,Vaccinated,Yes,No,No,
191421.02914435338,PDS,LPG Subsidy,Enrolled,Vaccinated,No,No,Yes,2012-04-14
129859.81159310514,PDS,Other,Not Enrolled,Vaccinated,Yes,No,No,
4890.62793891804,PDS,Other,Not Enrolled,Not Vaccinated,Yes,Yes,No,
88048.69726801348,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,Yes,No,Yes,2017-02-10
130984.11696648611,MGNREGA,Other,Not Enrolled,Vaccinated,No,Yes,Yes,2017-09-08
32735.42845822673,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,No,No,
1007.6650310785499,MGNREGA,Other,Not Enrolled,Vaccinated,Yes,No,No,
-45468.92190601199,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,No,No,
65737.67578516627,PDS,Other,Not Enrolled,Vaccinated,No,Yes,No,
-29386.02988650414,Other,LPG Subsidy,Enrolled,Vaccinated,Yes,Yes,No,
-2026.6353050004263,Other,Other,Enrolled,Vaccinated,No,Yes,Yes,2019-10-22
78796.24166327527,PDS,Other,Not Enrolled,Not Vaccinated,No,No,No,
42740.3376045393,Other,Other,Enrolled,Not Vaccinated,No,Yes,Yes,2016-02-25
55865.710628683926,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,Yes,2017-01-29
-43269.230192221774,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,Yes,No,
78158.52096065045,PDS,Other,Not Enrolled,Vaccinated,No,Yes,Yes,2018-10-18
99659.17603565779,PDS,Direct Benefit Transfer,Enrolled,Not Vaccinated,Yes,No,Yes,2014-07-05
54288.20081329871,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,Yes,No,
-14724.659263021873,MGNREGA,Other,Enrolled,Not Vaccinated,Yes,Yes,No,
27802.51610979739,Other,LPG Subsidy,Not Enrolled,Vaccinated,Yes,Yes,No,
-102570.02525002412,Other,LPG Subsidy,Not Enrolled,Not Vaccinated,No,No,No,
-24174.37755580793,MGNREGA,Other,Not Enrolled,Vaccinated,No,Yes,Yes,2024-04-24
61201.59650910129,MGNREGA,Other,Enrolled,Vaccinated,No,Yes,Yes,2014-05-27
-95149.43709456662,PDS,LPG Subsidy,Not Enrolled,Vaccinated,Yes,Yes,Yes,2020-12-29
3521.2622911578,Other,LPG Subsidy,Not Enrolled,Not Vaccinated,Yes,No,No,
19474.419683891752,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,Yes,2013-06-01
-41339.04567910367,Other,Other,Not Enrolled,Vaccinated,No,Yes,No,
-3503.8892096310155,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,Yes,2023-12-22
105103.30675772081,MGNREGA,LPG Subsidy,Not Enrolled,Not Vaccinated,No,Yes,Yes,2012-04-10
-37641.861790957424,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,No,Yes,2015-03-31
92280.52622202295,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,Yes,2011-10-10
61165.00130063478,MGNREGA,Other,Enrolled,Not Vaccinated,Yes,Yes,No,
-51000.193957260875,PDS,Other,Enrolled,Not Vaccinated,No,No,Yes,2014-07-08
96479.09386596366,MGNREGA,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,Yes,Yes,2021-02-03
-44131.50319628365,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,Yes,2014-11-16
118633.48626845771,Other,LPG Subsidy,Enrolled,Vaccinated,No,No,No,
-9354.622101630712,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,No,
-44792.61666569585,PDS,Other,Not Enrolled,Vaccinated,No,No,No,
-38898.416166193245,MGNREGA,Other,Not Enrolled,Not Vaccinated,No,Yes,No,
-6496.800179937731,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,No,Yes,2020-03-15
139908.0523635702,Other,LPG Subsidy,Enrolled,Vaccinated,No,Yes,Yes,2016-01-23
-64285.783451650015,MGNREGA,Other,Enrolled,Vaccinated,Yes,No,Yes,2018-03-16
26009.882044136062,PDS,Other,Enrolled,Vaccinated,No,No,Yes,2013-04-27
-10951.528295994154,MGNREGA,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,No,Yes,2017-08-15
56793.240516046804,Other,LPG Subsidy,Enrolled,Not Vaccinated,No,Yes,No,
-1140.4894557016923,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,No,Yes,2016-05-08
11606.124350648832,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,No,No,
12448.75079794465,Other,LPG Subsidy,Enrolled,Vaccinated,No,Yes,No,
36467.71670340749,PDS,Other,Not Enrolled,Not Vaccinated,No,No,No,
71593.23481131195,PDS,Other,Enrolled,Vaccinated,Yes,Yes,No,
81727.68805931158,PDS,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,No,No,
17681.783035082753,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,No,No,
-109234.71120508658,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,No,Yes,2010-09-25
59372.61369261752,MGNREGA,Other,Enrolled,Vaccinated,No,No,Yes,2010-04-20
38442.437094241905,Other,Other,Not Enrolled,Vaccinated,No,Yes,Yes,2024-07-31
39132.22242007917,Other,LPG Subsidy,Enrolled,Not Vaccinated,No,No,Yes,2016-06-26
-10830.805016396575,PDS,Other,Not Enrolled,Vaccinated,Yes,Yes,Yes,2022-02-02
21179.72898453152,Other,Other,Enrolled,Vaccinated,No,Yes,Yes,2022-08-02
17398.56492312094,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,No,
33934.56923496509,PDS,Other,Not Enrolled,Vaccinated,Yes,Yes,Yes,2013-05-10
34279.14396267075,Other,LPG Subsidy,Not Enrolled,Not Vaccinated,No,No,Yes,2022-02-20
-1217.1110144848535,PDS,LPG Subsidy,Enrolled,Not Vaccinated,No,Yes,No,
59534.79208462505,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,No,
-14061.8392897095,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,No,No,
89305.50754373395,MGNREGA,LPG Subsidy,Not Enrolled,Not Vaccinated,No,Yes,Yes,2011-04-21
-15552.712169730468,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,No,
13162.535436364115,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,Yes,No,No,
103069.98972260705,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,Yes,Yes,No,
58548.49564656369,MGNREGA,Other,Enrolled,Not Vaccinated,No,No,Yes,2024-03-17
68168.53147495823,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,No,Yes,2020-09-19
87927.27295414128,PDS,LPG Subsidy,Enrolled,Vaccinated,No,Yes,No,
68083.02049019851,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,No,No,
16260.601741637349,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,No,
76392.18972575798,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,Yes,2023-03-17
-6877.832682007029,MGNREGA,Other,Not Enrolled,Not Vaccinated,No,No,Yes,2014-11-03
-39558.06282861359,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,Yes,Yes,2024-01-10
-67626.70791968626,PDS,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,Yes,Yes,Yes,2018-10-11
101942.3410886293,Other,LPG Subsidy,Enrolled,Vaccinated,No,Yes,Yes,2010-03-28
16327.846738881644,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,Yes,2019-04-16
-38614.842782507025,PDS,LPG Subsidy,Enrolled,Vaccinated,No,No,Yes,2024-01-08
