State,City,Origin State,Religion,Caste,Education Level,Occupation,Household Size,Income Bracket
Jharkhand,Gandhinagar,Uttar Pradesh,Hindu,General,Higher Secondary,Businessman,8.79198063570195,Middle Class
Assam,Yamunanagar,Bihar,Hindu,OBC,Higher Secondary,IT Professional,-2.1401005996305713,Below Poverty Line
Tripura,Phagwara,Gujarat,Hindu,OBC,Graduate,IT Professional,0.9663362089101923,Lower Middle Class
West Bengal,Bhavnagar,Odisha,Hindu,General,Higher Secondary,Farmer,-12.41237296945506,Below Poverty Line
Uttarakhand,Karaikudi,Arunachal Pradesh,Muslim,SC,Graduate,Farmer,9.992729948087439,Lower Middle Class
Uttar Pradesh,Begusarai,Gujarat,Hindu,SC,Higher Secondary,Daily Wage Worker,3.0273228657394275,Upper Middle Class
West Bengal,Udupi,Maharashtra,Hindu,SC,Graduate,Farmer,29.499817958568155,Upper Middle Class
Madhya Pradesh,Anantapuram,West Bengal,Muslim,SC,Higher Secondary,Daily Wage Worker,-13.42728391036152,Lower Middle Class
Andhra Pradesh,Kalyan-Dombivli,Chhattisgarh,Hindu,General,Higher Secondary,Farmer,-1.707088999646193,Lower Middle Class
Andhra Pradesh,Aurangabad,Assam,Hindu,General,Graduate,Engineer,16.44030782124466,Middle Class
Uttar Pradesh,Alwar,Haryana,Hindu,OBC,Graduate,Businessman,-21.471560524994022,Middle Class
Uttar Pradesh,Siliguri,Punjab,Muslim,General,Graduate,Doctor,-0.09498339305137193,Lower Middle Class
Haryana,Tumkur,Uttarakhand,Muslim,OBC,Graduate,Daily Wage Worker,3.87447847122274,Middle Class
Gujarat,South Dumdum,Uttarakhand,Hindu,SC,Graduate,Businessman,-16.766257677292046,Upper Middle Class
Jharkhand,Bijapur,Bihar,Hindu,OBC,Higher Secondary,Doctor,27.771690285111617,Upper Middle Class
Telangana,Haldia,Telangana,Hindu,General,Primary,Businessman,-9.984706765683704,Upper Middle Class
Telangana,Bhind,Maharashtra,Hindu,OBC,Higher Secondary,Farmer,2.046767387263605,Middle Class
Nagaland,Alappuzha,Tripura,Hindu,SC,Primary,Daily Wage Worker,3.9597229155575246,Below Poverty Line
Uttar Pradesh,Kulti,Jharkhand,Hindu,OBC,Doctorate,Daily Wage Worker,5.713257740467591,Middle Class
Gujarat,Serampore,Karnataka,Hindu,OBC,Higher Secondary,Daily Wage Worker,-3.700577718454227,Lower Middle Class
Punjab,Faridabad,Telangana,Hindu,General,Graduate,Daily Wage Worker,8.997703277036535,Middle Class
Gujarat,Mathura,Goa,Hindu,SC,Higher Secondary,Daily Wage Worker,-5.132747235457309,Upper Middle Class
Bihar,Shimoga,Telangana,Hindu,General,Post Graduate,Daily Wage Worker,12.822881458477488,Upper Middle Class
Jharkhand,Berhampur,Kerala,Hindu,ST,Primary,Businessman,10.950445334355091,Below Poverty Line
Jharkhand,Hazaribagh,Telangana,Hindu,General,Primary,Doctor,3.81302256766788,Below Poverty Line
Uttar Pradesh,Chandigarh,Sikkim,Hindu,General,Post Graduate,Businessman,1.1790834145954543,Below Poverty Line
Madhya Pradesh,Gorakhpur,Haryana,Hindu,General,Primary,Farmer,4.452032443322783,Middle Class
Tamil Nadu,Pune,Maharashtra,Hindu,SC,Graduate,Daily Wage Worker,3.709692570743643,Middle Class
Bihar,Guwahati,Bihar,Muslim,OBC,Secondary,IT Professional,-0.6095805975514494,Lower Middle Class
Odisha,Coimbatore,Mizoram,Hindu,General,Graduate,IT Professional,-37.97116167862646,Lower Middle Class
Madhya Pradesh,Vasai-Virar,Nagaland,Hindu,OBC,Secondary,Doctor,15.289078313956423,Upper Middle Class
Tamil Nadu,Etawah,Manipur,Hindu,General,Secondary,Doctor,0.6500559432001256,Below Poverty Line
Odisha,Sultan Pur Majra,Madhya Pradesh,Hindu,ST,Secondary,Businessman,7.539511373164457,Middle Class
Telangana,Morena,Uttarakhand,Hindu,OBC,Secondary,Doctor,8.523024546725832,Lower Middle Class
Punjab,Bareilly,Tamil Nadu,Hindu,SC,Primary,Farmer,37.02734421469562,Upper Middle Class
Jharkhand,Panipat,Odisha,Christian,SC,Graduate,Daily Wage Worker,-3.058660758261924,Below Poverty Line
Goa,Nadiad,Maharashtra,Christian,OBC,Higher Secondary,Daily Wage Worker,2.7159758312584876,Middle Class
Madhya Pradesh,Fatehpur,Arunachal Pradesh,Muslim,General,Post Graduate,Teacher,19.375383118525477,Middle Class
Odisha,Kurnool,Uttar Pradesh,Hindu,General,Graduate,Teacher,6.781756821328134,Middle Class
Manipur,Noida,Goa,Hindu,General,Secondary,Engineer,15.166136114357856,Middle Class
Goa,Khandwa,Chhattisgarh,Hindu,OBC,Secondary,Daily Wage Worker,-25.405605910694764,Rich
Arunachal Pradesh,Lucknow,Bihar,Hindu,General,Graduate,Businessman,-7.89195845540004,Below Poverty Line
Uttar Pradesh,Pune,Tripura,Hindu,OBC,Higher Secondary,Daily Wage Worker,19.061188862815605,Rich
Sikkim,Ramgarh,Mizoram,Hindu,General,Graduate,Farmer,-5.209112078116923,Below Poverty Line
Nagaland,Rourkela,Meghalaya,Hindu,General,Higher Secondary,IT Professional,7.102295074953483,Lower Middle Class
Telangana,Bhiwani,Odisha,Hindu,SC,Higher Secondary,Daily Wage Worker,28.26595503000774,Below Poverty Line
Punjab,Ujjain,Jharkhand,Hindu,General,Graduate,Daily Wage Worker,-7.629381196713137,Lower Middle Class
Meghalaya,Gorakhpur,Bihar,Muslim,OBC,Graduate,Doctor,3.476221306362148,Below Poverty Line
Manipur,Bahraich,Karnataka,Buddhist,OBC,Graduate,Businessman,16.119470348525955,Lower Middle Class
Chhattisgarh,Thoothukudi,Bihar,Hindu,General,Primary,Doctor,20.063693123406296,Upper Middle Class
Uttar Pradesh,Raipur,Chhattisgarh,Hindu,SC,Graduate,Businessman,6.000710219613612,Lower Middle Class
Bihar,Korba,Meghalaya,Hindu,OBC,Higher Secondary,Farmer,1.805257290034118,Upper Middle Class
Himachal Pradesh,Mathura,Rajasthan,Sikh,OBC,Graduate,Farmer,2.9464143779372365,Below Poverty Line
Punjab,Jaunpur,Uttarakhand,Hindu,ST,Post Graduate,Daily Wage Worker,25.136131396325002,Middle Class
Jharkhand,Berhampur,Nagaland,Hindu,OBC,Primary,Engineer,1.2949994389282362,Below Poverty Line
Bihar,Sultan Pur Majra,Maharashtra,Hindu,OBC,Higher Secondary,Daily Wage Worker,-6.456465199099764,Lower Middle Class
Haryana,Fatehpur,Uttar Pradesh,Hindu,ST,Secondary,Doctor,3.1655665000094313,Lower Middle Class
West Bengal,Siwan,Andhra Pradesh,Hindu,General,Higher Secondary,Engineer,26.39198308188427,Below Poverty Line
Uttarakhand,Ahmedabad,Gujarat,Muslim,OBC,Higher Secondary,Teacher,-26.744411791336294,Upper Middle Class
Assam,Latur,Assam,Hindu,OBC,Secondary,Businessman,0.5418232147555528,Lower Middle Class
Uttar Pradesh,Dibrugarh,Sikkim,Hindu,General,Higher Secondary,Daily Wage Worker,10.371609424468486,Middle Class
Maharashtra,Guntur,Tamil Nadu,Hindu,General,Secondary,Businessman,-9.390718312775586,Lower Middle Class
Meghalaya,Nandyal,Karnataka,Muslim,General,Graduate,Daily Wage Worker,-4.479791640864607,Middle Class
Punjab,Bettiah,Tripura,Hindu,OBC,Higher Secondary,Daily Wage Worker,10.899682888972032,Upper Middle Class
Meghalaya,Bellary,Andhra Pradesh,Hindu,ST,Higher Secondary,Farmer,-8.407207743023191,Lower Middle Class
Chhattisgarh,Muzaffarnagar,Uttar Pradesh,Hindu,OBC,Graduate,Businessman,1.3158649957393562,Upper Middle Class
Andhra Pradesh,Panipat,Bihar,Muslim,SC,Higher Secondary,Daily Wage Worker,17.60411504739713,Lower Middle Class
Karnataka,Karaikudi,Rajasthan,Muslim,OBC,Post Graduate,Doctor,1.097635916692623,Lower Middle Class
Karnataka,Pimpri-Chinchwad,Uttarakhand,Muslim,General,Primary,Engineer,5.440025729312359,Lower Middle Class
Rajasthan,Jalgaon,Haryana,Hindu,General,Higher Secondary,IT Professional,4.191161609272271,Middle Class
Jharkhand,Morena,Tamil Nadu,Hindu,General,Higher Secondary,IT Professional,-13.313860230757601,Middle Class
Himachal Pradesh,Hapur,Uttar Pradesh,Hindu,ST,Secondary,IT Professional,7.130303753149305,Upper Middle Class
Meghalaya,Bilaspur,Haryana,Hindu,SC,Graduate,Engineer,-6.534733765383313,Lower Middle Class
Uttar Pradesh,Fatehpur,Nagaland,Hindu,OBC,Post Graduate,IT Professional,-31.56765616115419,Lower Middle Class
Assam,Phusro,West Bengal,Hindu,OBC,Secondary,Daily Wage Worker,0.1799617306615886,Upper Middle Class
Haryana,Tadepalligudem,Rajasthan,Hindu,OBC,Higher Secondary,Daily Wage Worker,19.268445080837523,Rich
Rajasthan,Tiruvottiyur,Haryana,Sikh,General,Doctorate,Engineer,4.148130423050702,Below Poverty Line
Haryana,Gulbarga,Kerala,Muslim,OBC,Graduate,Daily Wage Worker,3.4672393957135657,Upper Middle Class
Telangana,Malegaon,Kerala,Hindu,SC,Primary,IT Professional,3.7162308140443434,Upper Middle Class
Madhya Pradesh,Munger,Mizoram,Hindu,OBC,Higher Secondary,Daily Wage Worker,-2.745922057807509,Middle Class
Rajasthan,Thane,Meghalaya,Hindu,OBC,Higher Secondary,Daily Wage Worker,4.072532686388886,Below Poverty Line
Karnataka,Nashik,Jharkhand,Hindu,General,Doctorate,Engineer,15.940323424802061,Upper Middle Class
Bihar,Tezpur,Mizoram,Hindu,SC,Secondary,Farmer,9.179436958885562,Middle Class
Himachal Pradesh,Jehanabad,Gujarat,Muslim,General,Post Graduate,Farmer,9.303548143434043,Middle Class
Meghalaya,Gaya,Nagaland,Hindu,General,Graduate,IT Professional,-0.4684917958946606,Below Poverty Line
Karnataka,Hindupur,Telangana,Hindu,ST,Higher Secondary,Businessman,5.847876687913942,Lower Middle Class
Assam,Imphal,West Bengal,Hindu,General,Graduate,IT Professional,21.11480403685691,Upper Middle Class
Rajasthan,Sultan Pur Majra,Madhya Pradesh,Hindu,OBC,Higher Secondary,Engineer,1.6978947603637105,Below Poverty Line
Himachal Pradesh,Haldia,Odisha,Hindu,ST,Secondary,Daily Wage Worker,-2.8099235210519034,Middle Class
Himachal Pradesh,Bhopal,Himachal Pradesh,Hindu,General,Graduate,Teacher,6.714278939154857,Rich
Bihar,Nizamabad,Goa,Hindu,OBC,Post Graduate,Teacher,3.6458880774881153,Below Poverty Line
Manipur,Bardhaman,Goa,Hindu,SC,Secondary,IT Professional,24.87258052040606,Middle Class
Himachal Pradesh,Fatehpur,Sikkim,Hindu,OBC,Graduate,IT Professional,7.326327677313395,Below Poverty Line
Himachal Pradesh,Arrah,Gujarat,Hindu,ST,Primary,Daily Wage Worker,-2.566746585057839,Middle Class
Uttarakhand,Pimpri-Chinchwad,West Bengal,Hindu,OBC,Higher Secondary,Farmer,4.067791485077132,Upper Middle Class
Uttarakhand,Nellore,Gujarat,Hindu,SC,Higher Secondary,Daily Wage Worker,3.0549236700514637,Upper Middle Class
Himachal Pradesh,Motihari,Karnataka,Hindu,SC,Higher Secondary,Farmer,10.400218300196887,Upper Middle Class
Mizoram,Aligarh,Telangana,Hindu,SC,Post Graduate,Businessman,11.657759944495657,Upper Middle Class
Himachal Pradesh,Vijayawada,Goa,Hindu,OBC,Secondary,Businessman,-3.7159068148186485,Rich
Arunachal Pradesh,Malegaon,West Bengal,Other,SC,Higher Secondary,Farmer,-11.04247726793256,Below Poverty Line
West Bengal,Nadiad,Madhya Pradesh,Hindu,SC,Graduate,Daily Wage Worker,7.4798751484316135,Middle Class
Nagaland,Nadiad,Maharashtra,Hindu,General,Graduate,Daily Wage Worker,6.61168816493765,Lower Middle Class
Goa,Tirunelveli,Assam,Hindu,OBC,Primary,Daily Wage Worker,9.765251785092286,Middle Class
Odisha,Kadapa,Jharkhand,Hindu,SC,Doctorate,Businessman,-9.871905623201721,Upper Middle Class
Gujarat,Raurkela Industrial Township,Himachal Pradesh,Hindu,General,Post Graduate,Engineer,5.747435867566273,Below Poverty Line
Manipur,Gwalior,Goa,Muslim,OBC,Secondary,Daily Wage Worker,-1.3516576625336842,Lower Middle Class
Tamil Nadu,Dibrugarh,Himachal Pradesh,Hindu,OBC,Higher Secondary,Engineer,9.106420467439973,Rich
Punjab,Jodhpur,Andhra Pradesh,Hindu,General,Primary,Teacher,11.962389474295117,Lower Middle Class
Karnataka,Varanasi,Madhya Pradesh,Hindu,SC,Post Graduate,IT Professional,19.18468633775548,Upper Middle Class
Kerala,Unnao,Goa,Hindu,OBC,Graduate,Teacher,-2.9823442955419104,Below Poverty Line
Uttarakhand,Tiruchirappalli,Manipur,Muslim,OBC,Doctorate,Teacher,-10.781474720019084,Lower Middle Class
West Bengal,Morbi,Uttarakhand,Hindu,SC,Graduate,Businessman,7.933097902343144,Below Poverty Line
Punjab,Ghaziabad,Tamil Nadu,Hindu,OBC,Graduate,Engineer,-9.80039093927207,Lower Middle Class
Mizoram,Moradabad,Himachal Pradesh,Hindu,OBC,Graduate,Farmer,10.852453024998619,Below Poverty Line
Jharkhand,Surendranagar Dudhrej,Karnataka,Hindu,SC,Graduate,Daily Wage Worker,11.516314069729216,Middle Class
Manipur,Kozhikode,Madhya Pradesh,Muslim,SC,Graduate,Businessman,35.802329567305925,Lower Middle Class
Maharashtra,Kumbakonam,Tripura,Hindu,OBC,Graduate,Daily Wage Worker,-5.052938902092508,Upper Middle Class
Uttar Pradesh,Aurangabad,Punjab,Hindu,SC,Primary,Businessman,-0.6773204447272034,Lower Middle Class
Telangana,Guntakal,Tripura,Hindu,General,Doctorate,Teacher,12.459686970815266,Lower Middle Class
Rajasthan,Gulbarga,Himachal Pradesh,Hindu,ST,Higher Secondary,Farmer,9.535005970780855,Middle Class
Telangana,Gulbarga,Kerala,Hindu,General,Secondary,Daily Wage Worker,4.705930015085444,Lower Middle Class
Rajasthan,Muzaffarnagar,Tamil Nadu,Hindu,General,Graduate,Engineer,-0.5493304684178075,Below Poverty Line
Meghalaya,Jalandhar,Rajasthan,Hindu,OBC,Post Graduate,Farmer,-34.47587120118234,Lower Middle Class
Meghalaya,Gaya,Uttar Pradesh,Hindu,General,Primary,Businessman,12.380352851599184,Middle Class
Nagaland,Akola,Sikkim,Muslim,OBC,Secondary,Teacher,-14.13057299735787,Below Poverty Line
Rajasthan,Gwalior,Kerala,Hindu,General,Doctorate,Businessman,7.496120856277501,Lower Middle Class
Andhra Pradesh,Bijapur,Gujarat,Hindu,SC,Higher Secondary,Daily Wage Worker,27.44041264612904,Lower Middle Class
Assam,Panvel,Tamil Nadu,Hindu,OBC,Graduate,Farmer,19.575676513871247,Below Poverty Line
Himachal Pradesh,Shimla,Assam,Hindu,General,Post Graduate,IT Professional,17.39725865326186,Upper Middle Class
Maharashtra,Tenali,Rajasthan,Muslim,General,Post Graduate,Engineer,8.717568647099153,Middle Class
Karnataka,Ghaziabad,Andhra Pradesh,Hindu,OBC,Primary,Businessman,-3.6977386257953935,Below Poverty Line
Goa,Bangalore,Haryana,Hindu,OBC,Primary,Businessman,-19.07690915543246,Lower Middle Class
Maharashtra,Khammam,Sikkim,Hindu,OBC,Graduate,Daily Wage Worker,6.3633510334926235,Lower Middle Class
Mizoram,Dhanbad,Haryana,Hindu,OBC,Higher Secondary,Daily Wage Worker,20.411849747428796,Below Poverty Line
Tripura,Junagadh,Haryana,Christian,ST,Secondary,Daily Wage Worker,3.5837752387623563,Lower Middle Class
Odisha,Bidhannagar,Madhya Pradesh,Muslim,OBC,Secondary,Businessman,21.604272236743792,Lower Middle Class
Uttar Pradesh,Aligarh,Maharashtra,Hindu,OBC,Higher Secondary,Farmer,16.129419061248807,Middle Class
Uttarakhand,Jammu,Nagaland,Muslim,General,Primary,Daily Wage Worker,13.771227000423371,Rich
Jharkhand,Khammam,Himachal Pradesh,Muslim,SC,Secondary,Daily Wage Worker,-5.798885667400155,Middle Class
Rajasthan,Uluberia,Punjab,Hindu,SC,Graduate,Farmer,21.173778184341707,Middle Class
Gujarat,Ongole,West Bengal,Hindu,SC,Secondary,IT Professional,1.1249648541954087,Lower Middle Class
Bihar,Bhatpara,Punjab,Hindu,General,Higher Secondary,Farmer,-18.63300318412954,Lower Middle Class
Rajasthan,Bhilai,Telangana,Hindu,SC,Secondary,IT Professional,16.515396333381815,Middle Class
Tamil Nadu,Amritsar,Tripura,Muslim,General,Higher Secondary,Businessman,1.3465769059331294,Middle Class
Odisha,Kumbakonam,Goa,Hindu,General,Higher Secondary,Doctor,-5.898103119551636,Lower Middle Class
Chhattisgarh,Howrah,West Bengal,Muslim,General,Doctorate,IT Professional,14.547319202242253,Middle Class
Punjab,Anand,Telangana,Hindu,OBC,Higher Secondary,Daily Wage Worker,3.6306943499179067,Upper Middle Class
Meghalaya,Faridabad,Karnataka,Hindu,SC,Secondary,Doctor,9.395244876335374,Upper Middle Class
Mizoram,Kozhikode,Madhya Pradesh,Muslim,SC,Higher Secondary,IT Professional,9.401945136154364,Lower Middle Class
Karnataka,Howrah,Odisha,Hindu,SC,Graduate,IT Professional,-8.614063829148979,Upper Middle Class
Arunachal Pradesh,Chinsurah,Andhra Pradesh,Hindu,OBC,Secondary,IT Professional,14.841115221221044,Upper Middle Class
Arunachal Pradesh,Aizawl,Meghalaya,Hindu,General,Graduate,Doctor,20.790787713844026,Lower Middle Class
Goa,Rajpur Sonarpur,Bihar,Muslim,OBC,Graduate,Daily Wage Worker,10.62569638857418,Below Poverty Line
Nagaland,Latur,Goa,Hindu,OBC,Doctorate,Doctor,2.438015941346605,Upper Middle Class
Arunachal Pradesh,Satna,Gujarat,Muslim,General,Secondary,Farmer,14.586546120887503,Middle Class
Telangana,Miryalaguda,Jharkhand,Hindu,General,Post Graduate,Farmer,40.30206819692485,Upper Middle Class
Goa,Anantapur,Haryana,Muslim,OBC,Secondary,Farmer,-4.0931173174146505,Lower Middle Class
Uttarakhand,Bidar,Nagaland,Hindu,General,Higher Secondary,Daily Wage Worker,-3.1879516107643564,Middle Class
Karnataka,Bokaro,Kerala,Hindu,OBC,Primary,Farmer,0.3071099714898917,Upper Middle Class
Tripura,Orai,Goa,Hindu,General,Secondary,Farmer,-6.526746276591851,Middle Class
Andhra Pradesh,Mango,Gujarat,Muslim,SC,Higher Secondary,Farmer,9.267898817123477,Rich
Uttar Pradesh,Mahbubnagar,Madhya Pradesh,Hindu,OBC,Graduate,Farmer,-18.21192667639426,Lower Middle Class
Uttar Pradesh,Bardhaman,West Bengal,Hindu,ST,Doctorate,Daily Wage Worker,0.927546485769442,Lower Middle Class
Punjab,Bettiah,Sikkim,Muslim,General,Higher Secondary,Engineer,-3.3421720918959714,Middle Class
West Bengal,Tadipatri,Goa,Muslim,General,Higher Secondary,Daily Wage Worker,0.31013923185165027,Middle Class
Tripura,New Delhi,Karnataka,Christian,General,Graduate,Businessman,8.022267927981417,Middle Class
Madhya Pradesh,Coimbatore,Bihar,Hindu,OBC,Graduate,Farmer,1.9769876264684134,Middle Class
Andhra Pradesh,Dewas,West Bengal,Hindu,General,Post Graduate,Doctor,-7.679327522223403,Middle Class
Odisha,Imphal,Kerala,Hindu,General,Graduate,Farmer,4.290181318134656,Middle Class
Goa,Haldia,Haryana,Hindu,OBC,Graduate,Doctor,18.158934095160003,Lower Middle Class
Gujarat,Shimoga,Haryana,Hindu,OBC,Graduate,Businessman,12.40069861805639,Middle Class
Odisha,Mango,Rajasthan,Hindu,General,Graduate,Farmer,8.759602940487419,Upper Middle Class
Sikkim,Tadipatri,Odisha,Hindu,ST,Graduate,IT Professional,15.848311488579856,Lower Middle Class
Tamil Nadu,Sagar,Jharkhand,Hindu,General,Graduate,Farmer,18.431748353158483,Lower Middle Class
Gujarat,Tiruvottiyur,Uttar Pradesh,Muslim,General,Graduate,Teacher,5.1815623527359005,Lower Middle Class
Sikkim,Tenali,Madhya Pradesh,Other,SC,Post Graduate,IT Professional,1.3890518053648142,Below Poverty Line
Madhya Pradesh,Raurkela Industrial Township,Jharkhand,Hindu,General,Primary,Businessman,1.3285513377929443,Middle Class
Telangana,Ahmednagar,Sikkim,Hindu,General,Graduate,Businessman,13.732646477899644,Lower Middle Class
Sikkim,Guwahati,Madhya Pradesh,Hindu,OBC,Primary,Farmer,15.435516869807552,Middle Class
Meghalaya,Mau,Assam,Hindu,OBC,Higher Secondary,Teacher,4.5818755610190065,Below Poverty Line
Sikkim,Nagercoil,Tamil Nadu,Hindu,OBC,Higher Secondary,Doctor,5.097672337421302,Lower Middle Class
Sikkim,Raiganj,Mizoram,Hindu,General,Secondary,Teacher,1.4519632902754065,Below Poverty Line
Bihar,Kota,Nagaland,Hindu,SC,Secondary,Doctor,-8.75842366673834,Below Poverty Line
Haryana,Kalyan-Dombivli,Jharkhand,Hindu,OBC,Graduate,Teacher,27.513889389183085,Upper Middle Class
Chhattisgarh,Malda,Telangana,Hindu,General,Graduate,Farmer,29.00889662127287,Lower Middle Class
Uttarakhand,Motihari,Goa,Hindu,General,Secondary,IT Professional,19.39193144479478,Below Poverty Line
Maharashtra,Narasaraopet,Rajasthan,Hindu,General,Secondary,Engineer,34.680529161465515,Rich
Mizoram,Bettiah,Andhra Pradesh,Hindu,SC,Doctorate,Farmer,4.534735608736028,Lower Middle Class
Nagaland,Kumbakonam,Assam,Hindu,OBC,Graduate,Engineer,-0.31382198534117656,Upper Middle Class
Maharashtra,Gulbarga,Tamil Nadu,Hindu,General,Doctorate,Daily Wage Worker,6.9283764556396985,Below Poverty Line
Arunachal Pradesh,Agartala,Haryana,Hindu,OBC,Secondary,Daily Wage Worker,16.14525892280541,Lower Middle Class
Rajasthan,Hyderabad,Madhya Pradesh,Muslim,ST,Graduate,Teacher,13.880334303102902,Middle Class
Assam,Purnia,Meghalaya,Hindu,ST,Higher Secondary,Farmer,-47.83499982705605,Upper Middle Class
Bihar,Phagwara,Arunachal Pradesh,Hindu,SC,Graduate,Engineer,9.673406977493332,Below Poverty Line
Uttarakhand,Jalna,Goa,Hindu,ST,Higher Secondary,Businessman,7.149532461157025,Rich
Haryana,Morbi,Haryana,Hindu,General,Post Graduate,IT Professional,8.534404443244146,Below Poverty Line
Karnataka,Fatehpur,Kerala,Muslim,ST,Higher Secondary,Farmer,10.717844850830964,Below Poverty Line
West Bengal,Shivpuri,West Bengal,Hindu,General,Post Graduate,Farmer,24.483676735967776,Upper Middle Class
Karnataka,Durg,Bihar,Hindu,OBC,Secondary,Farmer,10.221373708394555,Below Poverty Line
Gujarat,Sasaram,Chhattisgarh,Hindu,OBC,Graduate,Businessman,-3.0144011005093034,Below Poverty Line
Arunachal Pradesh,Burhanpur,Meghalaya,Hindu,General,Higher Secondary,Teacher,28.723175628633935,Below Poverty Line
Goa,Vijayanagaram,Tamil Nadu,Hindu,General,Post Graduate,Engineer,1.7736011907469025,Middle Class
Manipur,Muzaffarpur,Nagaland,Muslim,General,Higher Secondary,Engineer,11.889238272700016,Lower Middle Class
Punjab,Bhind,Haryana,Hindu,OBC,Higher Secondary,Businessman,6.31318486828892,Middle Class
Madhya Pradesh,Siliguri,Odisha,Muslim,SC,Higher Secondary,Businessman,-4.0975903161867535,Middle Class
Jharkhand,Ambarnath,Uttarakhand,Hindu,SC,Higher Secondary,Doctor,15.919498856760777,Lower Middle Class
Haryana,Bhavnagar,Maharashtra,Hindu,General,Doctorate,Businessman,17.201448267789914,Middle Class
Goa,Sangli-Miraj & Kupwad,Uttarakhand,Hindu,SC,Primary,Farmer,12.199790526964714,Lower Middle Class
Madhya Pradesh,Shimoga,Uttarakhand,Hindu,General,Secondary,Teacher,0.4855865833557842,Middle Class
Telangana,Korba,Nagaland,Muslim,ST,Graduate,IT Professional,5.030395043486575,Upper Middle Class
Punjab,Salem,Tripura,Sikh,General,Graduate,Engineer,11.328284281528273,Middle Class
Mizoram,Bijapur,Nagaland,Hindu,OBC,Graduate,Teacher,-7.967598781554145,Lower Middle Class
Mizoram,Raichur,Rajasthan,Muslim,OBC,Primary,Businessman,18.647918398108136,Rich
Uttarakhand,Munger,Uttarakhand,Hindu,ST,Graduate,Businessman,-32.59660213630472,Middle Class
Goa,Howrah,Nagaland,Hindu,SC,Higher Secondary,Businessman,3.835086996740962,Upper Middle Class
Mizoram,Allahabad,Himachal Pradesh,Hindu,General,Primary,Daily Wage Worker,-3.776791431602949,Below Poverty Line
Telangana,Madhyamgram,Punjab,Hindu,OBC,Secondary,IT Professional,15.702741316823538,Lower Middle Class
Karnataka,Tinsukia,Tripura,Hindu,OBC,Graduate,Teacher,14.742775985869041,Middle Class
Haryana,Thiruvananthapuram,Tripura,Hindu,General,Higher Secondary,Daily Wage Worker,8.863142629039189,Lower Middle Class
Andhra Pradesh,Bilaspur,Odisha,Hindu,SC,Higher Secondary,Businessman,38.14722494271481,Rich
Nagaland,Ambala,Meghalaya,Hindu,General,Graduate,Businessman,12.331773041252706,Upper Middle Class
Mizoram,Nizamabad,Goa,Hindu,SC,Higher Secondary,Engineer,1.1154395161963118,Below Poverty Line
Manipur,Bhimavaram,Gujarat,Hindu,SC,Higher Secondary,Farmer,4.408514875340271,Below Poverty Line
Nagaland,Jammu,Tamil Nadu,Hindu,General,Graduate,Engineer,2.6530766613230607,Lower Middle Class
Gujarat,Junagadh,Karnataka,Hindu,OBC,Higher Secondary,Daily Wage Worker,29.81602667355539,Upper Middle Class
Goa,Saharanpur,Madhya Pradesh,Hindu,SC,Higher Secondary,Businessman,8.067302347971154,Middle Class
Kerala,Raebareli,Himachal Pradesh,Hindu,OBC,Post Graduate,IT Professional,-1.4985289356292064,Upper Middle Class
Madhya Pradesh,Nagpur,Nagaland,Hindu,General,Graduate,Daily Wage Worker,1.0316089366866437,Rich
Madhya Pradesh,Chandigarh,Goa,Hindu,General,Higher Secondary,Businessman,-2.2076337454158574,Below Poverty Line
Himachal Pradesh,Jalandhar,Manipur,Hindu,OBC,Higher Secondary,Farmer,14.99536096519936,Upper Middle Class
Telangana,Bhimavaram,Jharkhand,Hindu,OBC,Graduate,Farmer,14.89151378077222,Below Poverty Line
Manipur,Jalandhar,Jharkhand,Hindu,General,Higher Secondary,Businessman,0.2140787337287966,Below Poverty Line
Kerala,Parbhani,Haryana,Hindu,SC,Graduate,Businessman,3.595393884450324,Upper Middle Class
Kerala,Aurangabad,Meghalaya,Hindu,OBC,Graduate,Daily Wage Worker,12.041226295081248,Lower Middle Class
Rajasthan,Varanasi,Mizoram,Hindu,OBC,Post Graduate,Farmer,9.086245893590709,Lower Middle Class
Karnataka,Nagercoil,Andhra Pradesh,Hindu,General,Graduate,Engineer,58.362060053043955,Upper Middle Class
Rajasthan,Tinsukia,Andhra Pradesh,Hindu,General,Graduate,Teacher,4.048657559412796,Middle Class
Gujarat,Tenali,Nagaland,Hindu,OBC,Secondary,Farmer,7.005306498011668,Below Poverty Line
Bihar,Tadepalligudem,Rajasthan,Hindu,OBC,Post Graduate,Businessman,6.651576113089037,Upper Middle Class
Odisha,Amaravati,Haryana,Hindu,General,Secondary,Businessman,-14.511376860573172,Lower Middle Class
Andhra Pradesh,Suryapet,Uttarakhand,Hindu,ST,Primary,Teacher,22.026834770996032,Below Poverty Line
Uttar Pradesh,Unnao,Punjab,Hindu,General,Higher Secondary,Farmer,8.737120450514743,Upper Middle Class
Meghalaya,Pudukkottai,Himachal Pradesh,Muslim,General,Graduate,Daily Wage Worker,-8.715667497225178,Rich
Nagaland,Varanasi,Karnataka,Hindu,OBC,Primary,Farmer,26.46277296770435,Below Poverty Line
Mizoram,Junagadh,Karnataka,Hindu,OBC,Higher Secondary,Teacher,-0.956498925085846,Upper Middle Class
Manipur,Shimla,Uttarakhand,Christian,SC,Secondary,Farmer,2.2346022746332115,Below Poverty Line
